time_s,emg,piezo,straining,vocal_resonance,phonation,breath_support
0.0269,771,515,1,0,0,0
0.0269,771,515,1,0,0,0
0.0270,772,515,1,0,0,0
0.0270,781,514,1,0,0,0
0.0270,783,516,1,0,0,0
0.0271,782,515,1,0,0,0
0.0271,782,515,1,0,0,0
0.0271,782,515,1,0,0,0
0.0271,781,514,1,0,0,0
0.0272,783,516,1,0,0,0
0.0272,782,514,1,0,0,0
0.0272,782,515,1,0,0,0
0.0272,782,515,1,0,0,0
0.0273,771,514,1,0,0,0
0.0273,772,516,1,0,0,0
0.0273,772,514,1,0,0,0
0.0273,771,515,1,0,0,0
0.0274,771,515,1,0,0,0
0.0274,771,515,1,0,0,0
0.0274,772,516,1,0,0,0
0.0274,772,514,1,0,0,0
0.0275,771,515,1,0,0,0
0.0275,771,515,1,0,0,0
0.0275,771,515,1,0,0,0
0.0275,772,516,1,0,0,0
0.0276,810,515,1,0,0,0
0.0276,773,516,1,0,0,0
0.0276,772,515,1,0,0,0
0.0276,772,515,1,0,0,0
0.0277,810,516,1,0,0,0
0.0277,777,514,1,0,0,0
